word,feminine,neuter,comparative,superlative,adverb,declension,adj_stem
perdignus,perdigna,perdignum,perdignior,perdignissimus,perdigne,12,perdign
orthogonalis,orthogonalis,orthogonale,orthogonalior,orthogonalissimus,orthogonaliter,3,orthogonal
vadosus,vadosa,vadosum,vadosior,vadosissimus,vadose,12,vados
ramulosus,ramulosa,ramulosum,ramulosior,ramulosissimus,ramulose,12,ramulos
repraesentabilis,repraesentabilis,repraesentabile,repraesentabilior,repraesentabilissimus,repraesentabiliter,3,repraesentabil
resolubilis,resolubilis,resolubile,resolubilior,resolubilissimus,resolubiliter,3,resolubil
alcalinus,alcalina,alcalinum,alcalinior,alcalinissimus,alcaline,12,alcalin
cubitalis,cubitalis,cubitale,cubitalior,cubitalissimus,cubitaliter,3,cubital
galvanicus,galvanica,galvanicum,galvanicior,galvanicissimus,galvanice,12,galvanic
invidiosus,invidiosa,invidiosum,invidiosior,invidiosissimus,invidiose,12,invidios
hydrogeniferus,hydrogenifera,hydrogeniferum,hydrogeniferior,hydrogeniferissimus,hydrogenifere,12,hydrogenifer
incitabilis,incitabilis,incitabile,incitabilior,incitabilissimus,incitabiliter,3,incitabil
nuperus,nupera,nuperum,nuperior,nuperissimus,nupere,12,nuper
permeabilis,permeabilis,permeabile,permeabilior,permeabilissimus,permeabiliter,3,permeabil
permolestus,permolesta,permolestum,permolestior,permolestissimus,permoleste,12,permolest
perobtusus,perobtusa,perobtusum,perobtusior,perobtusissimus,perobtuse,12,perobtus
persimilis,persimilis,persimile,persimilior,persimilissimus,persimiliter,3,persimil
physiologicus,physiologica,physiologicum,physiologicior,physiologicissimus,physiologice,12,physiologic
sacrolumbalis,sacrolumbalis,sacrolumbale,sacrolumbalior,sacrolumbalissimus,sacrolumbaliter,3,sacrolumbal
rheumaticus,rheumatica,rheumaticum,rheumaticior,rheumaticissimus,rheumatice,12,rheumatic
structilis,structilis,structile,structilior,structilissimus,structiliter,3,structil
vertebralis,vertebralis,vertebrale,vertebralior,vertebralissimus,vertebraliter,3,vertebral
pecuinus,pecuina,pecuinum,pecuinior,pecuinissimus,pecuine,12,pecuin
vomitorius,vomitoria,vomitorium,vomitoriior,vomitoriissimus,vomitorie,12,vomitori
altiusculus,altiuscula,altiusculum,altiusculior,altiusculissimus,altiuscule,12,altiuscul
anniversarius,anniversaria,anniversarium,anniversariior,anniversariissimus,anniversarie,12,anniversari
antiquarius,antiquaria,antiquarium,antiquariior,antiquariissimus,antiquarie,12,antiquari
apsens,apsens,apsens,apsentior,apsentissimus,apsentter,3,apsent
aquilus,aquila,aquilum,aquilior,aquilissimus,aquile,12,aquil
baceolus,baceola,baceolum,baceolior,baceolissimus,baceole,12,baceol
bifer,bifera,biferum,biferior,biferrimus,bifere,12,bifer
biremis,biremis,bireme,biremior,biremissimus,biremiter,3,birem
catervarius,catervaria,catervarium,catervariior,catervariissimus,catervarie,12,catervari
centumviralis,centumviralis,centumvirale,centumviralior,centumviralissimus,centumviraliter,3,centumviral
cerritus,cerrita,cerritum,cerritior,cerritissimus,cerrite,12,cerrit
cinaedus,cinaeda,cinaedum,cinaedior,cinaedissimus,cinaede,12,cinaed
circensis,circensis,circense,circensior,circensissimus,circensiter,3,circens
splenius,splenia,splenium,spleniior,spleniissimus,splenie,12,spleni
inclinis,inclinis,incline,inclinior,inclinissimus,incliniter,3,inclin
delirus,delira,delirum,delirior,delirissimus,delire,12,delir
genialis,genialis,geniale,genialior,genialissimus,genialiter,3,genial
branchiatus,branchiata,branchiatum,branchiatior,branchiatissimus,branchiate,12,branchiat
apocryphus,apocrypha,apocryphum,apocryphior,apocryphissimus,apocryphe,12,apocryph
molarius,molaria,molarium,molariior,molariissimus,molarie,12,molari
sonorus,sonora,sonorum,sonorior,sonorissimus,sonore,12,sonor
vicinalis,vicinalis,vicinale,vicinalior,vicinalissimus,vicinaliter,3,vicinal
pollicaris,pollicaris,pollicare,pollicarior,pollicarissimus,pollicariter,3,pollicar
intemperans,intemperans,intemperans,intemperantior,intemperantissimus,intemperanter,3,intemperant
angularius,angularia,angularium,angulariior,angulariissimus,angularie,12,angulari
immodicus,immodica,immodicum,immodicior,immodicissimus,immodice,12,immodic
insidiosus,insidiosa,insidiosum,insidiosior,insidiosissimus,insidiose,12,insidios
comitialis,comitialis,comitiale,comitialior,comitialissimus,comitialiter,3,comitial
concamaratus,concamarata,concamaratum,concamaratior,concamaratissimus,concamarate,12,concamarat
commenticius,commenticia,commenticium,commenticiior,commenticiissimus,commenticie,12,commentici
dentarius,dentaria,dentarium,dentariior,dentariissimus,dentarie,12,dentari
denticulatus,denticulata,denticulatum,denticulatior,denticulatissimus,denticulate,12,denticulat
dentalis,dentalis,dentale,dentalior,dentalissimus,dentaliter,3,dental
strabus,straba,strabum,strabior,strabissimus,strabe,12,strab
bursiformis,bursiformis,bursiforme,bursiformior,bursiformissimus,bursiformiter,3,bursiform
hebdomadalis,hebdomadalis,hebdomadale,hebdomadalior,hebdomadalissimus,hebdomadaliter,3,hebdomadal
scandinavicus,scandinavica,scandinavicum,scandinavicior,scandinavicissimus,scandinavice,12,scandinavic
vasculosus,vasculosa,vasculosum,vasculosior,vasculosissimus,vasculose,12,vasculos
phoenicius,phoenicia,phoenicium,phoeniciior,phoeniciissimus,phoenicie,12,phoenici
mancus,manca,mancum,mancior,mancissimus,mance,12,manc
sempervirens,sempervirens,sempervirens,sempervirentior,sempervirentissimus,sempervirentter,3,sempervirent
himalayensis,himalayensis,himalayense,himalayensior,himalayensissimus,himalayensiter,3,himalayens
oregonensis,oregonensis,oregonense,oregonensior,oregonensissimus,oregonensiter,3,oregonens
taiwanensis,taiwanensis,taiwanense,taiwanensior,taiwanensissimus,taiwanensiter,3,taiwanens
coloradensis,coloradensis,coloradense,coloradensior,coloradensissimus,coloradensiter,3,coloradens
hawaiiensis,hawaiiensis,hawaiiense,hawaiiensior,hawaiiensissimus,hawaiiensiter,3,hawaiiens
inconcussus,inconcussa,inconcussum,inconcussior,inconcussissimus,inconcusse,12,inconcuss
infortunatus,infortunata,infortunatum,infortunatior,infortunatissimus,infortunate,12,infortunat
torcularius,torcularia,torcularium,torculariior,torculariissimus,torcularie,12,torculari
conchyliatus,conchyliata,conchyliatum,conchyliatior,conchyliatissimus,conchyliate,12,conchyliat
conclamatus,conclamata,conclamatum,conclamatior,conclamatissimus,conclamate,12,conclamat
burgensis,burgensis,burgense,burgensior,burgensissimus,burgensiter,3,burgens
salpingopharyngeus,salpingopharyngea,salpingopharyngeum,salpingopharyngeior,salpingopharyngeissimus,salpingopharyngee,12,salpingopharynge
porcarius,porcaria,porcarium,porcariior,porcariissimus,porcarie,12,porcari
contortus,contorta,contortum,contortior,contortissimus,contorte,12,contort
crinitus,crinita,crinitum,crinitior,crinitissimus,crinite,12,crinit
criminosus,criminosa,criminosum,criminosior,criminosissimus,criminose,12,criminos
cubicularis,cubicularis,cubiculare,cubicularior,cubicularissimus,cubiculariter,3,cubicular
curiatus,curiata,curiatum,curiatior,curiatissimus,curiate,12,curiat
squamosus,squamosa,squamosum,squamosior,squamosissimus,squamose,12,squamos
dicax,dicax,dicax,dicacior,dicacissimus,dicaciter,3,dicac
ducenarius,ducenaria,ducenarium,ducenariior,ducenariissimus,ducenarie,12,ducenari
egelidus,egelida,egelidum,egelidior,egelidissimus,egelide,12,egelid
errabundus,errabunda,errabundum,errabundior,errabundissimus,errabunde,12,errabund
extemporalis,extemporalis,extemporale,extemporalior,extemporalissimus,extemporaliter,3,extemporal
fatidicus,fatidica,fatidicum,fatidicior,fatidicissimus,fatidice,12,fatidic
fimbriatus,fimbriata,fimbriatum,fimbriatior,fimbriatissimus,fimbriate,12,fimbriat
gladiatorius,gladiatoria,gladiatorium,gladiatoriior,gladiatoriissimus,gladiatorie,12,gladiatori
gymnicus,gymnica,gymnicum,gymnicior,gymnicissimus,gymnice,12,gymnic
inbellis,inbellis,inbelle,inbellior,inbellissimus,inbelliter,3,inbell
imberbis,imberbis,imberbe,imberbior,imberbissimus,imberbiter,3,imberb
inberbis,inberbis,inberbe,inberbior,inberbissimus,inberbiter,3,inberb
incomptus,incompta,incomptum,incomptior,incomptissimus,incompte,12,incompt
indignabundus,indignabunda,indignabundum,indignabundior,indignabundissimus,indignabunde,12,indignabund
ingenuus,ingenua,ingenuum,ingenuior,ingenuissimus,ingenue,12,ingenu
inmodicus,inmodica,inmodicum,inmodicior,inmodicissimus,inmodice,12,inmodic
intercalaris,intercalaris,intercalare,intercalarior,intercalarissimus,intercalariter,3,intercalar
intercalarius,intercalaria,intercalarium,intercalariior,intercalariissimus,intercalarie,12,intercalari
invisitatus,invisitata,invisitatum,invisitatior,invisitatissimus,invisitate,12,invisitat
iudiciarius,iudiciaria,iudiciarium,iudiciariior,iudiciariissimus,iudiciarie,12,iudiciari
laticlavius,laticlavia,laticlavium,laticlaviior,laticlaviissimus,laticlavie,12,laticlavi
mensarius,mensaria,mensarium,mensariior,mensariissimus,mensarie,12,mensari
mordicus,mordica,mordicum,mordicior,mordicissimus,mordice,12,mordic
municipalis,municipalis,municipale,municipalior,municipalissimus,municipaliter,3,municipal
necopinans,necopinans,necopinans,necopinantior,necopinantissimus,necopinantter,3,necopinant
murrinus,murrina,murrinum,murrinior,murrinissimus,murrine,12,murrin
nummarius,nummaria,nummarium,nummariior,nummariissimus,nummarie,12,nummari
obaeratus,obaerata,obaeratum,obaeratior,obaeratissimus,obaerate,12,obaerat
ocellatus,ocellata,ocellatum,ocellatior,ocellatissimus,ocellate,12,ocellat
ocior,ocior,ocior,ociorior,ocissimus,ocioriter,3,ocior
parcus,parca,parcum,parcior,parcissimus,parce,12,parc
patricius,patricia,patricium,patriciior,patriciissimus,patricie,12,patrici
pecuarius,pecuaria,pecuarium,pecuariior,pecuariissimus,pecuarie,12,pecuari
pecuniosus,pecuniosa,pecuniosum,pecuniosior,pecuniosissimus,pecuniose,12,pecunios
penuarius,penuaria,penuarium,penuariior,penuariissimus,penuarie,12,penuari
perfidiosus,perfidiosa,perfidiosum,perfidiosior,perfidiosissimus,perfidiose,12,perfidios
petasatus,petasata,petasatum,petasatior,petasatissimus,petasate,12,petasat
piguus,pigua,piguum,piguior,piguissimus,pigue,12,pigu
pontificalis,pontificalis,pontificale,pontificalior,pontificalissimus,pontificaliter,3,pontifical
praecupidus,praecupida,praecupidum,praecupidior,praecupidissimus,praecupide,12,praecupid
praeferox,praeferox,praeferox,praeferocior,praeferocissimus,praeferociter,3,praeferoc
praetextatus,praetextata,praetextatum,praetextatior,praetextatissimus,praetextate,12,praetextat
prodigus,prodiga,prodigum,prodigior,prodigissimus,prodige,12,prodig
profestus,profesta,profestum,profestior,profestissimus,profeste,12,profest
promercalis,promercalis,promercale,promercalior,promercalissimus,promercaliter,3,promercal
profusus,profusa,profusum,profusior,profusissimus,profuse,12,profus
pullatus,pullata,pullatum,pullatior,pullatissimus,pullate,12,pullat
pulleiaceus,pulleiacea,pulleiaceum,pulleiaceior,pulleiaceissimus,pulleiacee,12,pulleiace
pumilus,pumila,pumilum,pumilior,pumilissimus,pumile,12,pumil
quaestorius,quaestoria,quaestorium,quaestoriior,quaestoriissimus,quaestorie,12,quaestori
innocuus,innocua,innocuum,innocuior,innocuissimus,innocue,12,innocu
reverens,reverens,reverens,reverentior,reverentissimus,reverentter,3,reverent
sagatus,sagata,sagatum,sagatior,sagatissimus,sagate,12,sagat
sectilis,sectilis,sectile,sectilior,sectilissimus,sectiliter,3,sectil
semenstris,semenstris,semenstre,semenstrior,semenstrissimus,semenstriter,3,semenstr
semibarbarus,semibarbara,semibarbarum,semibarbarior,semibarbarissimus,semibarbare,12,semibarbar
semianimis,semianimis,semianime,semianimior,semianimissimus,semianimiter,3,semianim
subflavus,subflava,subflavum,subflavior,subflavissimus,subflave,12,subflav
sumptuarius,sumptuaria,sumptuarium,sumptuariior,sumptuariissimus,sumptuarie,12,sumptuari
temperans,temperans,temperans,temperantior,temperantissimus,temperantter,3,temperant
tessellatus,tessellata,tessellatum,tessellatior,tessellatissimus,tessellate,12,tessellat
theatralis,theatralis,theatrale,theatralior,theatralissimus,theatraliter,3,theatral
tralaticius,tralaticia,tralaticium,tralaticiior,tralaticiissimus,tralaticie,12,tralatici
unguentatus,unguentata,unguentatum,unguentatior,unguentatissimus,unguentate,12,unguentat
urbicus,urbica,urbicum,urbicior,urbicissimus,urbice,12,urbic
vacerrosus,vacerrosa,vacerrosum,vacerrosior,vacerrosissimus,vacerrose,12,vacerros
venalicius,venalicia,venalicium,venaliciior,venaliciissimus,venalicie,12,venalici
orphanus,orphana,orphanum,orphanior,orphanissimus,orphane,12,orphan
leporarius,leporaria,leporarium,leporariior,leporariissimus,leporarie,12,leporari
perlongus,perlonga,perlongum,perlongior,perlongissimus,perlonge,12,perlong
assumptivus,assumptiva,assumptivum,assumptivior,assumptivissimus,assumptive,12,assumptiv
adsumptivus,adsumptiva,adsumptivum,adsumptivior,adsumptivissimus,adsumptive,12,adsumptiv
agrarius,agraria,agrarium,agrariior,agrariissimus,agrarie,12,agrari
benivolus,benivola,benivolum,benivolior,benivolissimus,benivole,12,benivol
calamitosus,calamitosa,calamitosum,calamitosior,calamitosissimus,calamitose,12,calamitos
captiosus,captiosa,captiosum,captiosior,captiosissimus,captiose,12,captios
censorius,censoria,censorium,censoriior,censoriissimus,censorie,12,censori
citreus,citrea,citreum,citreior,citreissimus,citree,12,citre
comicus,comica,comicum,comicior,comicissimus,comice,12,comic
conparabilis,conparabilis,conparabile,conparabilior,conparabilissimus,conparabiliter,3,conparabil
consultus,consulta,consultum,consultior,consultissimus,consulte,12,consult
cuias,cuias,cuias,cuiatior,cuiatissimus,cuiatiter,3,cuiat
cybaeus,cybaea,cybaeum,cybaeior,cybaeissimus,cybaee,12,cybae
deliberativus,deliberativa,deliberativum,deliberativior,deliberativissimus,deliberative,12,deliberativ
demonstrativus,demonstrativa,demonstrativum,demonstrativior,demonstrativissimus,demonstrative,12,demonstrativ
desidiosus,desidiosa,desidiosum,desidiosior,desidiosissimus,desidiose,12,desidios
deversorius,deversoria,deversorium,deversoriior,deversoriissimus,deversorie,12,deversori
dilucidus,dilucida,dilucidum,dilucidior,dilucidissimus,dilucide,12,dilucid
exaeresimus,exaeresima,exaeresimum,exaeresimior,exaeresimissimus,exaeresime,12,exaeresim
extrarius,extraria,extrarium,extrariior,extrariissimus,extrarie,12,extrari
flagitiosus,flagitiosa,flagitiosum,flagitiosior,flagitiosissimus,flagitiose,12,flagitios
funestus,funesta,funestum,funestior,funestissimus,funeste,12,funest
gnavus,gnava,gnavum,gnavior,gnavissimus,gnave,12,gnav
hornotinus,hornotina,hornotinum,hornotinior,hornotinissimus,hornotine,12,hornotin
jactans,jactans,jactans,jactantior,jactantissimus,jactantter,3,jactant
violens,violens,violens,violentior,violentissimus,violenter,3,violent
incallidus,incallida,incallidum,incallidior,incallidissimus,incallide,12,incallid
indamnatus,indamnata,indamnatum,indamnatior,indamnatissimus,indamnate,12,indamnat
infacetus,infaceta,infacetum,infacetior,infacetissimus,infacete,12,infacet
inhumanus,inhumana,inhumanum,inhumanior,inhumanissimus,inhumaniter,12,inhuman
injuratus,injurata,injuratum,injuratior,injuratissimus,injurate,12,injurat
iniuratus,iniurata,iniuratum,iniuratior,iniuratissimus,iniurate,12,iniurat
inliberalis,inliberalis,inliberale,inliberalior,inliberalissimus,inliberaliter,3,inliberal
inofficiosus,inofficiosa,inofficiosum,inofficiosior,inofficiosissimus,inofficiose,12,inofficios
inopinatus,inopinata,inopinatum,inopinatior,inopinatissimus,inopinate,12,inopinat
inoratus,inorata,inoratum,inoratior,inoratissimus,inorate,12,inorat
insolitus,insolita,insolitum,insolitior,insolitissimus,insolite,12,insolit
intestatus,intestata,intestatum,intestatior,intestatissimus,intestate,12,intestat
intumus,intuma,intumum,intumior,intumissimus,intume,12,intum
inverecundus,inverecunda,inverecundum,inverecundior,inverecundissimus,inverecunde,12,inverecund
jucundus,jucunda,jucundum,jucundior,jucundissimus,jucunde,12,jucund
iunianus,iuniana,iunianum,iunianior,iunianissimus,iuniane,12,iunian
juridicialis,juridicialis,juridiciale,juridicialior,juridicialissimus,juridicialiter,3,juridicial
iuridicialis,iuridicialis,iuridiciale,iuridicialior,iuridicialissimus,iuridicialiter,3,iuridicial
luctuosus,luctuosa,luctuosum,luctuosior,luctuosissimus,luctuose,12,luctuos
lutulentus,lutulenta,lutulentum,lutulentior,lutulentissimus,lutulente,12,lutulent
mendosus,mendosa,mendosum,mendosior,mendosissimus,mendose,12,mendos
mimicus,mimica,mimicum,mimicior,mimicissimus,mimice,12,mimic
navicularius,navicularia,navicularium,naviculariior,naviculariissimus,navicularie,12,naviculari
negotialis,negotialis,negotiale,negotialior,negotialissimus,negotialiter,3,negotial
octuplus,octupla,octuplum,octuplior,octuplissimus,octuple,12,octupl
opimus,opima,opimum,opimior,opimissimus,opime,12,opim
focarius,focaria,focarium,focariior,focariissimus,focarie,12,focari
villosus,villosa,villosum,villosior,villosissimus,villose,12,villos
oratorius,oratoria,oratorium,oratoriior,oratoriissimus,oratorie,12,oratori
parvolus,parvola,parvolum,parvolior,parvolissimus,parvole,12,parvol
pecuniarius,pecuniaria,pecuniarium,pecuniariior,pecuniariissimus,pecuniarie,12,pecuniari
penarius,penaria,penarium,penariior,penariissimus,penarie,12,penari
peracutus,peracuta,peracutum,peracutior,peracutissimus,peracute,12,peracut
perattentus,perattenta,perattentum,perattentior,perattentissimus,perattente,12,perattent
perbonus,perbona,perbonum,perbonior,perbonissimus,perbone,12,perbon
perbrevis,perbrevis,perbreve,perbrevior,perbrevissimus,perbreviter,3,perbrev
percommodus,percommoda,percommodum,percommodior,percommodissimus,percommode,12,percommod
perdifficilis,perdifficilis,perdifficile,perdifficilior,perdifficilissimus,perdifficiliter,3,perdifficil
perdives,perdives,perdives,perdivitior,perdivitissimus,perdivititer,3,perdivit
apricus,aprica,apricum,apricior,apricissimus,aprice,12,apric
perfamiliaris,perfamiliaris,perfamiliare,perfamiliarior,perfamiliarissimus,perfamiliariter,3,perfamiliar
perparvus,perparva,perparvum,perparvior,perparvissimus,perparve,12,perparv
perrarus,perrara,perrarum,perrarior,perrarissimus,perraro,12,perrar
pertenuis,pertenuis,pertenue,pertenuior,pertenuissimus,pertenuiter,3,pertenu
pervetus,pervetus,pervetus,perveterior,perveterissimus,pervetere,3,perveter
quaestuosus,quaestuosa,quaestuosum,quaestuosior,quaestuosissimus,quaestuose,12,quaestuos
quinquepartitus,quinquepartita,quinquepartitum,quinquepartitior,quinquepartitissimus,quinquepartite,12,quinquepartit
quinquepertitus,quinquepertita,quinquepertitum,quinquepertitior,quinquepertitissimus,quinquepertite,12,quinquepertit
frigorosus,frigorosa,frigorosum,frigorosior,frigorosissimus,frigorose,12,frigoros
ratiocinativus,ratiocinativa,ratiocinativum,ratiocinativior,ratiocinativissimus,ratiocinative,12,ratiocinativ
recuperatorius,recuperatoria,recuperatorium,recuperatoriior,recuperatoriissimus,recuperatorie,12,recuperatori
reciperatorius,reciperatoria,reciperatorium,reciperatoriior,reciperatoriissimus,reciperatorie,12,reciperatori
rusticanus,rusticana,rusticanum,rusticanior,rusticanissimus,rusticane,12,rustican
sententiosus,sententiosa,sententiosum,sententiosior,sententiosissimus,sententiose,12,sententios
sordidatus,sordidata,sordidatum,sordidatior,sordidatissimus,sordidate,12,sordidat
subamarus,subamara,subamarum,subamarior,subamarissimus,subamare,12,subamar
crispus,crispa,crispum,crispior,crispissimus,crispe,12,crisp
succrispus,succrispa,succrispum,succrispior,succrispissimus,succrispe,12,succrisp
subcrispus,subcrispa,subcrispum,subcrispior,subcrispissimus,subcrispe,12,subcrisp
symphoniacus,symphoniaca,symphoniacum,symphoniacior,symphoniacissimus,symphoniace,12,symphoniac
translativus,translativa,translativum,translativior,translativissimus,translative,12,translativ
pertitus,pertita,pertitum,pertitior,pertitissimus,pertite,12,pertit
tripertitus,tripertita,tripertitum,tripertitior,tripertitissimus,tripertito,12,tripertit
vafer,vafra,vafrum,vafrior,vaferrimus,vafre,12,vafr
vendibilis,vendibilis,vendibile,vendibilior,vendibilissimus,vendibiliter,3,vendibil
holocaustos,holocaustos,holocauston,holocaustior,holocaustissimus,holocaustiter,2,holocaust
veteratorius,veteratoria,veteratorium,veteratoriior,veteratoriissimus,veteratorie,12,veteratori
aeratus,aerata,aeratum,aeratior,aeratissimus,aerate,12,aerat
aerumnosus,aerumnosa,aerumnosum,aerumnosior,aerumnosissimus,aerumnose,12,aerumnos
agninus,agnina,agninum,agninior,agninissimus,agnine,12,agnin
carbaseus,carbasea,carbaseum,carbaseior,carbaseissimus,carbasee,12,carbase
commendaticius,commendaticia,commendaticium,commendaticiior,commendaticiissimus,commendaticie,12,commendatici
exitialis,exitialis,exitiale,exitialior,exitialissimus,exitialiter,3,exitial
gemmeus,gemmea,gemmeum,gemmeior,gemmeissimus,gemmee,12,gemme
gramineus,graminea,gramineum,gramineior,gramineissimus,graminee,12,gramine
internuntius,internuntia,internuntium,internuntiior,internuntiissimus,internuntie,12,internunti
fetialis,fetialis,fetiale,fetialior,fetialissimus,fetialiter,3,fetial
necopinatus,necopinata,necopinatum,necopinatior,necopinatissimus,necopinate,12,necopinat
peramplus,perampla,peramplum,peramplior,peramplissimus,perample,12,perampl
perexcelsus,perexcelsa,perexcelsum,perexcelsior,perexcelsissimus,perexcelse,12,perexcels
perfrigidus,perfrigida,perfrigidum,perfrigidior,perfrigidissimus,perfrigide,12,perfrigid
perparvulus,perparvula,perparvulum,perparvulior,perparvulissimus,perparvule,12,perparvul
pernobilis,pernobilis,pernobile,pernobilior,pernobilissimus,pernobiliter,3,pernobil
peropportunus,peropportuna,peropportunum,peropportunior,peropportunissimus,peropportune,12,peropportun
piraticus,piratica,piraticum,piraticior,piraticissimus,piratice,12,piratic
praeteritus,praeterita,praeteritum,praeteritior,praeteritissimus,praeterite,12,praeterit
propatulus,propatula,propatulum,propatulior,propatulissimus,propatule,12,propatul
seclusus,seclusa,seclusum,seclusior,seclusissimus,secluse,12,seclus
semiplenus,semiplena,semiplenum,semiplenior,semiplenissimus,semiplene,12,semiplen
semisomnus,semisomna,semisomnum,semisomnior,semisomnissimus,semisomne,12,semisomn
soleatus,soleata,soleatum,soleatior,soleatissimus,soleate,12,soleat
subditivus,subditiva,subditivum,subditivior,subditivissimus,subditive,12,subditiv
dodrantarius,dodrantaria,dodrantarium,dodrantariior,dodrantariissimus,dodrantarie,12,dodrantari
honorarius,honoraria,honorarium,honorariior,honorariissimus,honorarie,12,honorari
inermus,inerma,inermum,inermior,inermissimus,inerme,12,inerm
promiscus,promisca,promiscum,promiscior,promiscissimus,promisce,12,promisc
quadrantarius,quadrantaria,quadrantarium,quadrantariior,quadrantariissimus,quadrantarie,12,quadrantari
aedilicius,aedilicia,aedilicium,aediliciior,aediliciissimus,aedilicie,12,aedilici
circumforaneus,circumforanea,circumforaneum,circumforaneior,circumforaneissimus,circumforanee,12,circumforane
colliquefactus,colliquefacta,colliquefactum,colliquefactior,colliquefactissimus,colliquefacte,12,colliquefact
dictatorius,dictatoria,dictatorium,dictatoriior,dictatoriissimus,dictatorie,12,dictatori
iniuriosus,iniuriosa,iniuriosum,iniuriosior,iniuriosissimus,iniuriose,12,iniurios
iudicalis,iudicalis,iudicale,iudicalior,iudicalissimus,iudicaliter,3,iudical
martialis,martialis,martiale,martialior,martialissimus,martialiter,3,martial
oscitans,oscitans,oscitans,oscitantior,oscitantissimus,oscitanter,3,oscitant
peradulescens,peradulescens,peradulescens,peradulescentior,peradulescentissimus,peradulescentter,3,peradulescent
percuriosus,percuriosa,percuriosum,percuriosior,percuriosissimus,percuriose,12,percurios
periniquus,periniqua,periniquum,periniquior,periniquissimus,perinique,12,periniqu
perpropinquus,perpropinqua,perpropinquum,perpropinquior,perpropinquissimus,perpropinque,12,perpropinqu
auctionarius,auctionaria,auctionarium,auctionariior,auctionariissimus,auctionarie,12,auctionari
nummatus,nummata,nummatum,nummatior,nummatissimus,nummate,12,nummat
obvallatus,obvallata,obvallatum,obvallatior,obvallatissimus,obvallate,12,obvallat
spinosus,spinosa,spinosum,spinosior,spinosissimus,spinose,12,spinos
pullarius,pullaria,pullarium,pullariior,pullariissimus,pullarie,12,pullari
tunicatus,tunicata,tunicatum,tunicatior,tunicatissimus,tunicate,12,tunicat
vegrandis,vegrandis,vegrande,vegrandior,vegrandissimus,vegranditer,3,vegrand
facinerosus,facinerosa,facinerosum,facinerosior,facinerosissimus,facinerose,12,facineros
inclemens,inclemens,inclemens,inclementior,inclementissimus,inclementer,3,inclement
inpubes,inpubes,inpubes,inpuberior,inpuberissimus,inpuberiter,3,inpuber
inpurus,inpura,inpurum,inpurior,inpurissimus,inpure,12,inpur
permodestus,permodesta,permodestum,permodestior,permodestissimus,permodeste,12,permodest
purpuratus,purpurata,purpuratum,purpuratior,purpuratissimus,purpurate,12,purpurat
veneficus,venefica,veneficum,veneficior,veneficissimus,venefice,12,venefic
editicius,editicia,editicium,editiciior,editiciissimus,editicie,12,editici
vacivus,vaciva,vacivum,vacivior,vacivissimus,vacive,12,vaciv
hyoglossus,hyoglossa,hyoglossum,hyoglossior,hyoglossissimus,hyoglosse,12,hyogloss
vesperus,vespera,vesperum,vesperior,vesperissimus,vespere,12,vesper
pergratus,pergrata,pergratum,pergratior,pergratissimus,pergrate,12,pergrat
queribundus,queribunda,queribundum,queribundior,queribundissimus,queribunde,12,queribund
calamistratus,calamistrata,calamistratum,calamistratior,calamistratissimus,calamistrate,12,calamistrat
cincinnatus,cincinnata,cincinnatum,cincinnatior,cincinnatissimus,cincinnate,12,cincinnat
conficiens,conficiens,conficiens,conficientior,conficientissimus,conficientter,3,conficient
inliteratus,inliterata,inliteratum,inliteratior,inliteratissimus,inliterate,12,inliterat
illitteratus,illitterata,illitteratum,illitteratior,illitteratissimus,illitterate,12,illitterat
tabernarius,tabernaria,tabernarium,tabernariior,tabernariissimus,tabernarie,12,tabernari
vicanus,vicana,vicanum,vicanior,vicanissimus,vicane,12,vican
deletrix,deletrix,deletrix,deletricior,deletricissimus,deletriciter,3,deletric
furialis,furialis,furiale,furialior,furialissimus,furialiter,3,furial
gentilicius,gentilicia,gentilicium,gentiliciior,gentiliciissimus,gentilicie,12,gentilici
hostificus,hostifica,hostificum,hostificior,hostificissimus,hostifice,12,hostific
improdictus,improdicta,improdictum,improdictior,improdictissimus,improdicte,12,improdict
ineruditus,inerudita,ineruditum,ineruditior,ineruditissimus,inerudite,12,inerudit
inexpiabilis,inexpiabilis,inexpiabile,inexpiabilior,inexpiabilissimus,inexpiabiliter,3,inexpiabil
mirificus,mirifica,mirificum,mirificior,mirificissimus,mirifice,12,mirific
novicius,novicia,novicium,noviciior,noviciissimus,novicie,12,novici
obscenus,obscena,obscenum,obscenior,obscenissimus,obscene,12,obscen
optabilis,optabilis,optabile,optabilior,optabilissimus,optabiliter,3,optabil
patrimus,patrima,patrimum,patrimior,patrimissimus,patrime,12,patrim
felineus,felinea,felineum,felineior,felineissimus,felinee,12,feline
unctuosus,unctuosa,unctuosum,unctuosior,unctuosissimus,unctuose,12,unctuos
pavimentatus,pavimentata,pavimentatum,pavimentatior,pavimentatissimus,pavimentate,12,pavimentat
vaecors,vaecors,vaecors,vaecordior,vaecordissimus,vaecorditer,3,vaecord
vaesanus,vaesana,vaesanum,vaesanior,vaesanissimus,vaesane,12,vaesan
atratus,atrata,atratum,atratior,atratissimus,atrate,12,atrat
hygrostathmicus,hygrostathmica,hygrostathmicum,hygrostathmicior,hygrostathmicissimus,hygrostathmice,12,hygrostathmic
logarithmicus,logarithmica,logarithmicum,logarithmicior,logarithmicissimus,logarithmice,12,logarithmic
furax,furax,furax,furacior,furacissimus,furaciter,3,furac
